customer_id,name,age_band,tenure_years,state,credit_score,num_products,checking_flag,savings_flag,deposit_balance,relationship_value_estimate
C0102272,Mark Reeves,55-64,14,TX,748,3,1,1,387.0,246853.0
C0102273,Kelly Phillips,55-64,18,AZ,715,2,1,0,4007.0,154988.0
C0102274,Michael Spencer,55-64,11,NJ,701,2,1,0,37414.0,79797.0
C0102275,Patrick Blankenship,25-34,19,NY,607,1,0,0,12878.0,30981.0
C0102276,Douglas Rose,45-54,8,PA,719,1,0,0,13211.0,68906.0
C0102277,Melody Griffin,35-44,10,FL,671,2,1,0,15946.0,54193.0
C0102278,Joshua Kramer,55-64,2,PA,687,3,1,1,2564.0,114005.0
C0102279,Melissa Barron,45-54,4,MA,758,1,0,0,10476.0,212308.0
C0102280,Jennifer Gonzalez,35-44,16,AZ,673,4,1,1,14272.0,293127.0
C0102281,Andrew Cook,35-44,7,NC,677,3,1,1,9214.0,213893.0
C0102282,Natalie Martinez,35-44,3,IL,728,3,1,1,5053.0,87185.0
C0102283,Diane Davis DDS,55-64,6,IL,759,3,1,1,7649.0,74923.0
C0102284,Nicole Moore,35-44,8,MA,701,1,0,0,2063.0,139594.0
C0102285,Robert Vargas,25-34,15,FL,786,1,0,0,16932.0,60806.0
C0102286,Raymond Barber,55-64,2,VA,662,1,0,0,1448.0,26597.0
C0102287,Mrs. Amy Watson,55-64,1,MA,654,2,1,0,3043.0,100890.0
C0102288,Heather Williams,35-44,15,WA,650,1,0,0,18364.0,331192.0
C0102289,Belinda Evans,35-44,3,NJ,645,3,1,1,11479.0,131479.0
C0102290,Jody Bird,65+,9,AZ,735,3,1,1,4532.0,71402.0
C0102291,Virginia Cunningham,55-64,14,NY,675,1,0,0,1038.0,113211.0
C0102292,Lori Ferguson,45-54,11,MA,656,2,1,0,7667.0,144765.0
C0102293,Hayley Mitchell,35-44,3,TX,737,2,1,0,3804.0,109769.0
C0102294,Michelle Chambers,35-44,15,CA,757,3,1,1,14422.0,95761.0
C0102295,Kelly Wright,25-34,1,FL,767,4,1,1,4359.0,90809.0
C0102296,Kevin Carson,55-64,5,MI,759,1,0,0,991.0,218792.0
C0102297,Brent Dawson,25-34,3,NY,678,1,0,0,1540.0,242778.0
C0102298,Angela Brown,25-34,11,MI,732,3,1,1,4854.0,116965.0
C0102299,Karen Griffin,55-64,14,TX,742,1,0,0,9233.0,115656.0
C0102300,Joseph Chapman,65+,13,NJ,698,3,1,1,2005.0,94979.0
C0102301,Jennifer Baker,55-64,3,NY,727,1,0,0,3261.0,232739.0
C0102302,Mr. Jeremiah Galvan MD,45-54,7,GA,663,2,1,0,20973.0,100593.0
C0102303,Samantha Thomas,45-54,3,TX,691,2,1,0,30686.0,41966.0
C0102304,Michael Anderson,35-44,7,MA,736,3,1,1,11297.0,154356.0
C0102305,Sharon Wilson,35-44,5,IL,787,1,0,0,5756.0,180087.0
C0102306,John Francis,45-54,15,MI,771,3,1,1,3844.0,48903.0
C0102307,Jaclyn Crane,35-44,16,GA,749,3,1,1,15476.0,299911.0
C0102308,Jennifer Martinez,45-54,17,NC,723,3,1,1,5543.0,89101.0
C0102309,Amanda Hernandez,55-64,5,OH,716,4,1,1,24444.0,124668.0
C0102310,William Turner,65+,1,TX,654,3,1,1,26036.0,64452.0
C0102311,Dr. Charles Lawrence,25-34,1,WA,682,3,1,1,13255.0,157313.0
C0102312,Steven Small,35-44,17,MI,683,2,1,0,4460.0,79829.0
C0102313,Robert Burns,35-44,19,NY,745,3,1,1,4893.0,118922.0
C0102314,Gregory Harrell,35-44,5,TX,762,4,1,1,1127.0,170067.0
C0102315,Kenneth Knight,35-44,18,AZ,753,2,1,0,7607.0,96405.0
C0102316,Rachael Alvarez,35-44,11,PA,773,1,0,0,7329.0,73685.0
C0102317,Lisa Gill,55-64,4,AZ,723,1,0,0,1551.0,124634.0
C0102318,Julia Cole,45-54,7,VA,675,3,1,1,138273.0,863359.0
C0102319,Sean Nguyen,65+,6,MA,717,4,1,1,15796.0,153542.0
C0102320,Mary Ortiz,25-34,16,MI,687,1,0,0,2956.0,40398.0
C0102321,James Weaver,25-34,4,FL,749,4,1,1,95323.0,161238.0
C0102322,Stacy Fitzgerald,35-44,4,CA,703,1,0,0,4468.0,28021.0
C0102323,Sharon Mann,25-34,15,NY,715,2,1,0,21947.0,177069.0
C0102324,Rebecca Zimmerman,35-44,7,OH,751,4,1,1,9002.0,153733.0
C0102325,Becky Hansen,65+,6,MI,686,4,1,1,4656.0,44494.0
C0102326,Luke Ray,35-44,17,AZ,763,2,1,0,5408.0,442068.0
C0102327,Kelly Lopez,35-44,19,FL,659,4,1,1,45432.0,65076.0
C0102328,Steven Martinez,45-54,12,MI,733,3,1,1,23190.0,74666.0
C0102329,Catherine Smith,45-54,17,TX,715,3,1,1,6996.0,157094.0
C0102330,Danielle Thornton,45-54,17,GA,757,3,1,1,692.0,71054.0
C0102331,Jill Roman,35-44,12,TX,658,2,1,0,11676.0,57533.0
C0102332,Jennifer Williams,55-64,17,IL,651,1,0,0,1816.0,108234.0
C0102333,Allison Kim,25-34,1,MI,753,1,0,0,15465.0,104221.0
C0102334,Scott Stewart,35-44,1,VA,702,1,0,0,3440.0,56671.0
C0102335,Brian Garcia,45-54,18,WA,715,1,0,0,3900.0,88158.0
C0102336,Charles Scott,55-64,3,GA,690,1,0,0,3768.0,79511.0
C0102337,Eric Russell,35-44,15,NY,761,1,0,0,27574.0,111194.0
C0102338,Lucas Nguyen,45-54,9,AZ,733,2,1,0,973.0,188147.0
C0102339,Anthony Price,25-34,16,MA,730,1,0,0,19640.0,127412.0
C0102340,Jason Nguyen,35-44,14,MA,667,1,0,0,12219.0,129919.0
C0102341,Ronald Martinez,25-34,2,VA,742,1,0,0,7427.0,46360.0
C0102342,Paul Willis,55-64,7,VA,675,1,0,0,4733.0,125576.0
C0102343,Paul Cruz Jr.,35-44,15,TX,690,2,1,0,14527.0,70845.0
C0102344,John Russell,55-64,19,NC,658,3,1,1,4779.0,46450.0
C0102345,Mr. David Mercado,25-34,17,OH,712,3,1,1,4727.0,179259.0
C0102346,Victor Leonard,55-64,18,NY,767,2,1,0,8747.0,66847.0
C0102347,Justin Glover,55-64,20,TX,730,4,1,1,63813.0,148028.0
C0102348,Jason Miller,25-34,18,NY,700,3,1,1,1319.0,89173.0
C0102349,Christina Faulkner,25-34,12,AZ,724,1,0,0,14777.0,34286.0
C0102350,William Casey,25-34,7,AZ,724,1,0,0,6825.0,254262.0
C0102351,Jessica Buck,55-64,11,VA,722,2,1,0,6219.0,87700.0
C0102352,Aaron Marshall,35-44,16,TX,727,2,1,0,1297.0,84828.0
C0102353,Donna Stanton,45-54,9,NJ,673,3,1,1,985.0,80787.0
C0102354,Timothy Olson,35-44,17,TX,724,1,0,0,12184.0,120321.0
C0102355,Sara James,55-64,15,NJ,641,4,1,1,1767.0,123535.0
C0102356,Mark Richards,45-54,5,CA,745,2,1,0,27437.0,77186.0
C0102357,Amber Stevenson,45-54,19,PA,670,4,1,1,2395.0,81255.0
C0102358,Elizabeth Foster,65+,17,TX,772,2,1,0,15696.0,118600.0
C0102359,Charles Hawkins,35-44,12,MA,609,1,0,0,4059.0,95458.0
C0102360,Jeffrey Bishop,55-64,4,NC,795,2,1,0,3832.0,107113.0
C0102361,Emily Fleming,25-34,5,AZ,646,1,0,0,2706.0,82720.0
C0102362,Dean Mullins,45-54,17,CA,666,1,0,0,13687.0,39840.0
C0102363,David Bird,55-64,1,VA,733,3,1,1,19124.0,53877.0
C0102364,Joe Greene,45-54,10,GA,747,2,1,0,5549.0,108870.0
C0102365,Michael Lucas,45-54,13,GA,707,1,0,0,16472.0,169608.0
C0102366,John Valenzuela,35-44,5,AZ,760,2,1,0,8227.0,172389.0
C0102367,Jennifer Woodard,35-44,18,CA,684,2,1,0,1634.0,143216.0
C0102368,Pamela Medina,35-44,11,MA,702,1,0,0,12762.0,158901.0
C0102369,Mariah Jones,45-54,2,CA,706,1,0,0,5650.0,54048.0
C0102370,Ronnie Powers,45-54,7,IL,695,3,1,1,352.0,132422.0
C0102371,Heather Hess,35-44,8,FL,632,1,0,0,5070.0,96178.0
C0102372,Heather Thompson,35-44,5,GA,718,4,1,1,1062.0,82840.0
C0102373,Melissa Smith,35-44,19,NC,714,1,0,0,1849.0,779471.0
C0102374,Timothy Wallace,35-44,8,MI,768,2,1,0,6010.0,65462.0
C0102375,Alejandro Campbell,25-34,11,VA,662,2,1,0,7404.0,59640.0
C0102376,Heather Davis,55-64,11,VA,691,1,0,0,2975.0,110831.0
C0102377,Elizabeth Robbins,45-54,5,MA,774,2,1,0,15256.0,120453.0
C0102378,Johnny Cox,25-34,12,OH,733,2,1,0,7063.0,79934.0
C0102379,Tanner Mann,45-54,8,FL,744,2,1,0,4872.0,128953.0
C0102380,Craig Nicholson,55-64,1,FL,740,3,1,1,8536.0,75547.0
C0102381,Sergio Carroll,35-44,9,PA,740,4,1,1,34409.0,121434.0
C0102382,Juan Keller MD,35-44,12,MI,801,1,0,0,614.0,137680.0
C0102383,Krystal Jones,25-34,3,CA,724,2,1,0,38539.0,109146.0
C0102384,Austin Green,25-34,16,MA,674,1,0,0,3866.0,133738.0
C0102385,Crystal Mills,55-64,14,MA,748,1,0,0,3182.0,311031.0
C0102386,Cheryl Gregory,65+,7,FL,694,1,0,0,5001.0,180305.0
C0102387,Melissa Patel MD,25-34,12,VA,715,2,1,0,2796.0,145731.0
C0102388,Jordan Pace,55-64,7,NC,736,3,1,1,2325.0,170150.0
C0102389,Terri Williams,25-34,13,GA,683,2,1,0,22386.0,126845.0
C0102390,Jessica Carney,45-54,4,VA,697,4,1,1,9815.0,55922.0
C0102391,Michael Owens,55-64,13,NC,741,3,1,1,811.0,84843.0
C0102392,Peter Stephenson,35-44,2,PA,695,1,0,0,18196.0,335778.0
C0102393,Donald Fisher,25-34,1,NC,763,1,0,0,15277.0,130463.0
C0102394,Aaron Lee,45-54,6,FL,675,2,1,0,1364.0,254580.0
C0102395,Kenneth Johnson,65+,4,NY,675,1,0,0,10060.0,328126.0
C0102396,Vanessa Coleman,35-44,10,MA,805,1,0,0,17061.0,85354.0
C0102397,David Martin,35-44,4,FL,651,1,0,0,1182.0,147230.0
C0102398,Mark Davis,25-34,5,NC,718,2,1,0,11411.0,130510.0
C0102399,Robert Watkins,45-54,2,PA,803,2,1,0,3604.0,192595.0
C0102400,Felicia Wright,45-54,18,OH,718,2,1,0,15532.0,134851.0
C0102401,David Peterson,55-64,15,NY,780,3,1,1,2643.0,247590.0
C0102402,Gavin Bauer,55-64,5,NC,749,4,1,1,28302.0,44314.0
C0102403,Patricia Harvey,55-64,3,NC,719,3,1,1,6050.0,86082.0
C0102404,Lori Riley,55-64,18,MI,714,2,1,0,3874.0,46759.0
C0102405,Antonio Johnson,35-44,14,PA,624,2,1,0,3405.0,80857.0
C0102406,Ryan Brown,45-54,18,NC,705,1,0,0,23129.0,16996.0
C0102407,Thomas Ramos,35-44,4,NJ,730,4,1,1,3402.0,76072.0
C0102408,Mark Jones,35-44,8,NJ,730,2,1,0,28927.0,76232.0
C0102409,Kristin Phillips,65+,3,NC,820,1,0,0,10468.0,88501.0
C0102410,Brendan Walton,45-54,9,PA,732,3,1,1,1537.0,172328.0
C0102411,Kyle Keller,65+,4,GA,748,2,1,0,8360.0,247079.0
C0102412,James Pope,35-44,1,NC,772,4,1,1,8572.0,102867.0
C0102413,Lisa Morgan,45-54,11,MA,744,1,0,0,1478.0,63228.0
C0102414,Rachel Gibson,45-54,20,IL,716,1,0,0,8184.0,79453.0
C0102415,Corey Garcia,25-34,13,PA,716,4,1,1,15531.0,206287.0
C0102416,Andrea Clarke,35-44,16,VA,704,2,1,0,31376.0,223548.0
C0102417,Kenneth Walsh,45-54,17,MI,739,1,0,0,29768.0,130922.0
C0102418,Jason Hardy,25-34,20,OH,712,2,1,0,142463.0,143977.0
C0102419,David Robles,65+,3,CA,748,2,1,0,8109.0,72886.0
C0102420,Eric Graham,25-34,6,NJ,674,1,0,0,15749.0,141770.0
C0102421,Nicole Collins,35-44,13,VA,726,1,0,0,3915.0,85695.0
C0102422,Patricia Hernandez,55-64,17,AZ,789,1,0,0,77736.0,122533.0
C0102423,Grant Wood,25-34,16,GA,709,1,0,0,2782.0,136203.0
C0102424,Kevin Gregory,65+,15,GA,802,2,1,0,73650.0,76456.0
C0102425,Jonathon Conley,55-64,7,NY,727,1,0,0,63141.0,216739.0
C0102426,Jennifer Gonzalez,25-34,8,OH,717,3,1,1,3159.0,26036.0
C0102427,Terry Glover,45-54,2,CA,725,2,1,0,28102.0,124466.0
C0102428,Michael Neal,45-54,7,GA,705,2,1,0,14018.0,164117.0
C0102429,Ms. Erin Lane,55-64,4,NJ,630,1,0,0,4942.0,226810.0
C0102430,Lisa Barnes,55-64,19,VA,759,2,1,0,6885.0,93539.0
C0102431,Jesse Mccormick,55-64,2,MI,818,1,0,0,11143.0,89952.0
C0102432,Daniel Smith,45-54,8,WA,741,4,1,1,12491.0,90700.0
C0102433,David Hanson,35-44,18,MI,744,1,0,0,48680.0,406220.0
C0102434,Nicholas Cisneros,45-54,20,VA,711,3,1,1,16082.0,77997.0
C0102435,Patrick Harris,65+,8,OH,772,2,1,0,3217.0,117214.0
C0102436,William Cox,45-54,10,MI,718,3,1,1,19778.0,122275.0
C0102437,Alvin Wilson,45-54,11,MI,732,3,1,1,995.0,168189.0
C0102438,Cory Willis,35-44,17,NC,649,3,1,1,5095.0,91815.0
C0102439,Amanda Johnson,55-64,16,NC,696,2,1,0,5719.0,59344.0
C0102440,Christopher Mcclure,65+,11,VA,736,1,0,0,17854.0,125161.0
C0102441,Gina Spencer,35-44,8,NY,760,2,1,0,67844.0,41293.0
C0102442,Alex Cameron,35-44,8,PA,762,1,0,0,10522.0,164127.0
C0102443,Alisha Byrd,45-54,13,GA,648,2,1,0,5252.0,144742.0
C0102444,Richard Rodriguez,45-54,17,MI,653,3,1,1,3505.0,117257.0
C0102445,Elizabeth Allen,45-54,2,GA,746,2,1,0,22072.0,185957.0
C0102446,Mary Pugh,25-34,16,FL,686,1,0,0,6414.0,87737.0
C0102447,Yolanda Keith,35-44,10,WA,760,3,1,1,4430.0,72004.0
C0102448,Ana Thomas,45-54,3,NC,646,1,0,0,25376.0,140698.0
C0102449,Rebecca Lee,45-54,2,OH,715,3,1,1,32963.0,30452.0
C0102450,James Greene,45-54,7,AZ,718,3,1,1,2563.0,107205.0
C0102451,Dana Williams,55-64,5,OH,741,1,0,0,1345.0,213213.0
C0102452,Chelsea Nichols,45-54,3,FL,673,1,0,0,7206.0,186041.0
C0102453,Erin Brown,55-64,6,MA,631,4,1,1,2063.0,91579.0
C0102454,Shelley York,45-54,17,IL,727,1,0,0,1750.0,140364.0
C0102455,Stacey Clark,45-54,15,AZ,743,4,1,1,2324.0,94758.0
C0102456,John Alvarado,45-54,5,GA,765,2,1,0,28448.0,88926.0
C0102457,Jordan Potter,25-34,14,NY,703,2,1,0,17685.0,118295.0
C0102458,Katrina Jimenez,35-44,10,IL,754,2,1,0,154658.0,406199.0
C0102459,Frank Brooks,45-54,15,AZ,741,2,1,0,3751.0,325795.0
C0102460,Michelle Simpson,55-64,5,MA,779,2,1,0,39967.0,160970.0
C0102461,James Morse,45-54,2,FL,717,2,1,0,14651.0,117059.0
C0102462,Amanda Robinson,25-34,7,MA,642,2,1,0,4156.0,221037.0
C0102463,Scott Foster,45-54,20,WA,716,1,0,0,6795.0,110916.0
C0102464,Stephen Duncan,35-44,12,MI,723,3,1,1,4132.0,56256.0
C0102465,Jacqueline Pierce,55-64,2,FL,743,2,1,0,11053.0,299947.0
C0102466,Bradley Wallace,55-64,20,NC,651,2,1,0,26477.0,64819.0
C0102467,Kevin Marshall,45-54,17,OH,705,2,1,0,5207.0,219075.0
C0102468,Jessica Mcdonald,45-54,11,TX,759,2,1,0,22428.0,78124.0
C0102469,Robert Stewart,35-44,15,MA,715,1,0,0,37253.0,270442.0
C0102470,Christopher Hall,35-44,4,MI,706,4,1,1,48664.0,100137.0
C0102471,Heather Miller,55-64,12,TX,805,2,1,0,1983.0,84079.0
C0102472,Kayla Schneider,55-64,19,IL,671,4,1,1,7639.0,202555.0
C0102473,Tammy Garcia,45-54,9,WA,775,3,1,1,18983.0,112512.0
C0102474,Andrew Gonzalez,35-44,1,OH,765,3,1,1,2199.0,71116.0
C0102475,Gary Turner,25-34,16,GA,709,2,1,0,1683.0,42353.0
C0102476,Melinda Hill,25-34,15,FL,718,1,0,0,7850.0,121823.0
C0102477,Yolanda Murillo,35-44,15,TX,718,1,0,0,4937.0,51432.0
C0102478,Nancy Gaines,35-44,13,MA,728,2,1,0,6589.0,259221.0
C0102479,Elijah Short,65+,3,MA,693,1,0,0,4603.0,63770.0
C0102480,Jennifer Sullivan,45-54,3,TX,700,1,0,0,108214.0,115026.0
C0102481,Mary Kennedy,35-44,16,NC,704,2,1,0,4657.0,112734.0
C0102482,Paige Hernandez,25-34,18,NJ,705,1,0,0,16363.0,127671.0
C0102483,Darrell Curry,35-44,2,AZ,706,1,0,0,15098.0,72053.0
C0102484,Jose Hartman,55-64,12,NC,619,2,1,0,1068.0,243532.0
C0102485,Miranda Murray,35-44,11,AZ,724,1,0,0,47068.0,67868.0
C0102486,Emily Lopez,55-64,8,TX,696,1,0,0,17171.0,108377.0
C0102487,Melissa Clark,55-64,13,CA,635,1,0,0,9782.0,78945.0
C0102488,Justin Brooks,25-34,19,OH,704,2,1,0,28823.0,63270.0
C0102489,Bethany Harding,45-54,17,NY,702,4,1,1,7652.0,224490.0
C0102490,Robert Flowers,65+,4,VA,777,1,0,0,23349.0,510785.0
C0102491,Jason Jennings,35-44,10,IL,695,3,1,1,853.0,87367.0
C0102492,Richard Medina,25-34,19,OH,750,1,0,0,21613.0,100154.0
C0102493,Alexander Floyd,65+,5,NC,782,2,1,0,10101.0,49583.0
C0102494,Brittany Cisneros,55-64,18,MA,691,1,0,0,10292.0,76168.0
C0102495,Mark Morrison,45-54,10,TX,717,3,1,1,2949.0,61626.0
C0102496,Sharon Baird,45-54,11,NC,797,3,1,1,6232.0,135737.0
C0102497,James Ferguson,35-44,6,IL,730,2,1,0,6016.0,256405.0
C0102498,Brian Hudson,55-64,19,CA,736,1,0,0,2065.0,96777.0
C0102499,Steven Davis,45-54,11,WA,701,3,1,1,12456.0,74856.0
C0102500,Juan Johnson,25-34,12,AZ,750,1,0,0,53520.0,219145.0
C0102501,Katherine Lopez,45-54,10,FL,718,2,1,0,1472.0,149428.0
C0102502,Victor Campbell,65+,2,VA,637,3,1,1,14593.0,64998.0
C0102503,Matthew Jones,55-64,16,NJ,704,2,1,0,4893.0,126585.0
C0102504,Joseph Jackson,35-44,7,NJ,666,3,1,1,4259.0,70546.0
C0102505,Jennifer Moore,25-34,5,OH,725,3,1,1,8864.0,207771.0
C0102506,Joshua Mendoza,65+,16,PA,678,3,1,1,9026.0,148368.0
C0102507,Troy Glenn,65+,4,TX,741,1,0,0,10113.0,233468.0
C0102508,Daniel Reynolds,45-54,14,CA,722,2,1,0,2086.0,66267.0
C0102509,Karen Munoz,45-54,10,FL,663,2,1,0,29969.0,117937.0
C0102510,Laurie Shaw,45-54,16,GA,697,2,1,0,8932.0,106497.0
C0102511,Desiree Smith,35-44,2,FL,747,2,1,0,16524.0,122153.0
C0102512,Austin Ross,25-34,16,NJ,771,2,1,0,34805.0,86780.0
C0102513,Kelly Kent,25-34,5,MI,679,3,1,1,808.0,44982.0
C0102514,Julia Johnston,35-44,18,IL,670,1,0,0,17267.0,158966.0
C0102515,Donna Ibarra,55-64,8,TX,807,2,1,0,6654.0,141102.0
C0102516,Michael Dawson,25-34,1,GA,719,4,1,1,27520.0,89203.0
C0102517,Louis Patrick,35-44,10,WA,724,1,0,0,3098.0,91586.0
C0102518,David Yoder,45-54,2,IL,686,1,0,0,24895.0,59622.0
C0102519,Judith Bartlett,35-44,6,WA,729,3,1,1,2285.0,51880.0
C0102520,Keith Long,35-44,15,PA,797,1,0,0,13130.0,226659.0
C0102521,Cynthia Harrell,45-54,12,TX,731,2,1,0,11397.0,64540.0
C0102522,Mark Carter,35-44,15,MI,767,3,1,1,6724.0,65017.0
C0102523,Melissa Bowen,45-54,18,AZ,721,2,1,0,2348.0,387725.0
C0102524,Johnny Riddle,65+,10,AZ,673,4,1,1,5206.0,76223.0
C0102525,Whitney Jones,35-44,11,MA,689,3,1,1,24525.0,151789.0
C0102526,Randall Nguyen,65+,2,TX,669,2,1,0,48307.0,131272.0
C0102527,David Hunter,65+,6,CA,729,4,1,1,84541.0,29532.0
C0102528,Benjamin Neal,55-64,15,NC,775,1,0,0,15247.0,137655.0
C0102529,Jane Reese,45-54,2,MA,727,1,0,0,10957.0,99754.0
C0102530,Jennifer Smith,45-54,8,MA,706,2,1,0,13887.0,89125.0
C0102531,Thomas Murphy,45-54,3,PA,684,2,1,0,81979.0,235724.0
C0102532,Kari Jones,45-54,18,IL,735,1,0,0,15135.0,159713.0
C0102533,Dana Dodson,25-34,12,MI,664,2,1,0,8997.0,166697.0
C0102534,Robert Skinner,65+,13,AZ,668,1,0,0,5823.0,100022.0
C0102535,Albert Garcia,45-54,14,FL,760,1,0,0,6689.0,162788.0
C0102536,Joseph Myers,55-64,5,MA,707,2,1,0,12883.0,104326.0
C0102537,Phillip Byrd,35-44,1,WA,706,4,1,1,3289.0,178027.0
C0102538,Hunter Robinson,25-34,8,TX,712,3,1,1,3821.0,81348.0
C0102539,Michael Robinson,45-54,4,WA,752,2,1,0,7506.0,33960.0
C0102540,Sara Cain,45-54,7,MI,727,2,1,0,4711.0,256669.0
C0102541,Michelle Prince,35-44,7,MA,686,1,0,0,16577.0,117458.0
C0102542,Eric Williams,35-44,16,NY,688,2,1,0,18191.0,179489.0
C0102543,Raymond Wang,35-44,7,MA,711,2,1,0,11104.0,78413.0
C0102544,Jade Allen,45-54,4,CA,733,3,1,1,14587.0,115705.0
C0102545,Javier Hays,35-44,20,TX,718,2,1,0,9331.0,134619.0
C0102546,Corey Caldwell,65+,1,OH,714,4,1,1,100.0,164106.0
C0102547,Stephen Robles,35-44,5,MI,722,3,1,1,2833.0,404886.0
C0102548,Carol Jackson,35-44,7,FL,718,1,0,0,18936.0,64998.0
C0102549,Brian Murphy,35-44,2,PA,684,4,1,1,2961.0,99336.0
C0102550,Chelsey Clark,45-54,18,IL,769,1,0,0,22618.0,148073.0
C0102551,Teresa Martinez,45-54,8,TX,698,4,1,1,24196.0,270716.0
C0102552,Howard Thompson,45-54,16,FL,725,2,1,0,5892.0,143418.0
C0102553,Eugene Price,65+,3,FL,627,2,1,0,3989.0,162648.0
C0102554,Austin Briggs,35-44,11,MA,710,2,1,0,8197.0,114125.0
C0102555,Jackie Jones,45-54,3,MA,670,2,1,0,7686.0,38573.0
C0102556,Eric George,25-34,5,MI,675,3,1,1,17196.0,198552.0
C0102557,Mrs. Kimberly Mooney,35-44,9,NJ,820,3,1,1,488.0,266540.0
C0102558,Carolyn Haley,45-54,18,FL,731,2,1,0,3358.0,43275.0
C0102559,Vicki Horton,25-34,7,CA,775,3,1,1,2405.0,236832.0
C0102560,Valerie Benson,45-54,16,IL,758,2,1,0,395.0,127576.0
C0102561,Mark Henson,45-54,2,MA,764,2,1,0,4475.0,56521.0
C0102562,Samuel Olson,55-64,6,GA,711,1,0,0,1340.0,195115.0
C0102563,Lee Richards,45-54,13,WA,792,3,1,1,5090.0,140080.0
C0102564,Martin Hall,45-54,10,IL,758,2,1,0,4512.0,107684.0
C0102565,Virginia Hall,35-44,11,PA,721,2,1,0,13961.0,146328.0
C0102566,Stephanie Parker,25-34,14,WA,731,2,1,0,6002.0,70443.0
C0102567,Nicole Harvey,25-34,2,GA,713,3,1,1,1064.0,197822.0
C0102568,James Phillips,45-54,14,NJ,722,1,0,0,12281.0,70835.0
C0102569,Dan Johnson,65+,18,NJ,718,2,1,0,147837.0,278712.0
C0102570,Linda Bautista,25-34,16,NJ,737,2,1,0,29440.0,228959.0
C0102571,Erin Ramirez,45-54,6,NJ,798,1,0,0,18308.0,84952.0
C0102572,Paige Meyer,55-64,8,WA,665,1,0,0,6409.0,167345.0
C0102573,Maria Roberts,55-64,20,OH,771,3,1,1,4496.0,84148.0
C0102574,Ryan Rivera,45-54,16,PA,703,1,0,0,4137.0,76422.0
C0102575,Joshua Knox,45-54,19,GA,777,3,1,1,10816.0,79822.0
C0102576,Danielle Mcdaniel,45-54,19,PA,704,4,1,1,2073.0,111934.0
C0102577,Lisa James,55-64,9,CA,738,1,0,0,10556.0,41084.0
C0102578,Jeremy Smith,25-34,3,IL,712,2,1,0,3654.0,51735.0
C0102579,Andrea Lee,65+,5,GA,642,1,0,0,1035.0,82952.0
C0102580,Brenda Harris,25-34,6,GA,798,2,1,0,3593.0,85322.0
C0102581,Kevin Guerra,55-64,17,IL,677,2,1,0,36368.0,114883.0
C0102582,Cynthia Miller,25-34,6,NJ,723,2,1,0,9567.0,36407.0
C0102583,Emily Griffith,35-44,8,PA,672,3,1,1,114.0,115514.0
C0102584,Christopher Wright,25-34,18,MI,659,3,1,1,3611.0,167881.0
C0102585,Jerome Reid,35-44,4,PA,710,2,1,0,23955.0,73555.0
C0102586,Richard Miller,35-44,14,MA,693,3,1,1,5664.0,74811.0
C0102587,Jennifer Jackson,35-44,12,MI,667,4,1,1,15192.0,100819.0
C0102588,Jonathan Moss,45-54,20,NC,718,2,1,0,5042.0,62145.0
C0102589,Sally Leon,35-44,10,OH,653,1,0,0,10104.0,254584.0
C0102590,James Dickerson,55-64,11,VA,725,3,1,1,8454.0,94236.0
C0102591,Tammy Larson,55-64,18,OH,714,3,1,1,3733.0,116164.0
C0102592,Nicholas Scott,45-54,20,WA,608,2,1,0,16087.0,140672.0
C0102593,Jesse Brooks,25-34,15,FL,696,3,1,1,50912.0,62012.0
C0102594,Andrea Taylor,35-44,14,WA,741,2,1,0,12856.0,88751.0
C0102595,Christopher Lopez,65+,18,MA,672,2,1,0,9180.0,88938.0
C0102596,Jonathan Swanson,25-34,20,NY,743,3,1,1,2946.0,194293.0
C0102597,Timothy Bentley DVM,35-44,15,NY,739,3,1,1,24981.0,325180.0
C0102598,John Davidson,65+,6,MA,674,1,0,0,4388.0,301636.0
C0102599,Jennifer Williams,65+,13,OH,719,1,0,0,15880.0,197759.0
C0102600,Janice Cunningham,35-44,5,NJ,757,2,1,0,20212.0,32188.0
C0102601,Jeffrey Scott,45-54,11,FL,680,2,1,0,26503.0,84872.0
C0102602,Miranda Hicks,45-54,9,OH,710,3,1,1,27102.0,116702.0
C0102603,Michael Horton DDS,55-64,20,NJ,771,1,0,0,25951.0,286039.0
C0102604,Nancy Allen,25-34,12,AZ,681,3,1,1,1795.0,158066.0
C0102605,Robert Mccoy,25-34,20,OH,740,2,1,0,2890.0,205032.0
C0102606,Melissa Brewer,45-54,17,TX,671,2,1,0,1561.0,107622.0
C0102607,Jesus Becker,35-44,17,OH,712,2,1,0,1440.0,273913.0
C0102608,Lance Lynn,45-54,4,MI,740,3,1,1,50533.0,88522.0
C0102609,Alexandria Wise,35-44,16,AZ,611,2,1,0,2482.0,47930.0
C0102610,Sydney Sanders,55-64,6,WA,695,1,0,0,2097.0,177102.0
C0102611,Stephanie Stone,55-64,12,VA,739,2,1,0,7578.0,101715.0
C0102612,Jay Gallegos,45-54,10,FL,730,2,1,0,3310.0,63984.0
C0102613,Eric Ponce,55-64,6,GA,696,1,0,0,122306.0,98656.0
C0102614,Janet Parker,35-44,20,NC,670,4,1,1,5837.0,50097.0
C0102615,Shawn Luna,45-54,18,GA,748,3,1,1,13825.0,134453.0
C0102616,Mark Frank,35-44,12,AZ,705,1,0,0,3176.0,98131.0
