customer_id,name,age_band,tenure_years,state,credit_score,num_products,checking_flag,savings_flag,deposit_balance,relationship_value_estimate,mortgage_id,origination_date,original_balance,current_balance,mortgage_rate,original_term_years,remaining_term_months,monthly_payment,ltv,property_value,delinquency_flag,rate_gap_bps,appointment_request_30d,faq_view_30d,login_30d,mortgage_page_view_30d,payoff_info_view_30d,rate_page_view_30d,refinance_calculator_use_30d,refinance_page_view_30d,statement_download_30d,appointment_request_90d,faq_view_90d,login_90d,mortgage_page_view_90d,payoff_info_view_90d,rate_page_view_90d,refinance_calculator_use_90d,refinance_page_view_90d,statement_download_90d,digital_events_total_30d,digital_events_total_90d,digital_activity_change_pct,call_count_90d,refinance_intent_flag,competitor_shopping_flag,payoff_intent_flag,avg_call_sentiment,max_rate_sensitivity,branch_visits_90d,mortgage_discussion_count_90d,rate_discussion_flag_90d,refinance_discussion_flag_90d,churned_within_90d,churn_date,churn_probability,economic_value_if_lost,value_at_risk,expected_intervention_value
C0102343,Paul Cruz Jr.,35-44,15,TX,690,2,1,0,14527.0,70845.0,M0102343,2022-10-10,190000,181000,5.354,30,313,1061.46,0.51,355000,0,-5,0.0,0.0,5.0,0.0,2.0,1.0,2.0,1.0,1.0,2,1,16,4,3,2,3,3,3,12.0,37,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0046,10513.0,48.0,-189.0
C0102344,John Russell,55-64,19,NC,658,3,1,1,4779.0,46450.0,M0102344,2020-08-25,139000,129000,4.142,30,288,675.04,0.578,223000,0,-126,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0,2,11,0,0,0,0,2,4,9.0,19,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.001,7492.0,7.0,-198.0
C0102345,Mr. David Mercado,25-34,17,OH,712,3,1,1,4727.0,179259.0,M0102345,2021-09-09,508000,478000,5.324,30,300,2828.52,0.557,858000,0,-8,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,0,1,12,2,0,2,1,1,7,11.0,26,0.4666666666666667,1.0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0,,0.0016,27763.0,44.0,-190.0
C0102346,Victor Leonard,55-64,18,NY,767,2,1,0,8747.0,66847.0,M0102346,2023-12-14,168000,163000,5.867,30,328,992.92,0.765,213000,0,47,2.0,0.0,6.0,0.0,1.0,6.0,3.0,3.0,0.0,3,0,17,0,1,10,5,6,1,21.0,43,0.9090909090909092,1.0,0.0,0.0,0.0,0.27,0.0,1.0,1.0,0.0,1.0,0,,0.0149,9467.0,141.0,-169.0
C0102347,Justin Glover,55-64,20,TX,730,4,1,1,63813.0,148028.0,M0102347,2025-09-03,344000,340000,4.915,30,348,1828.84,0.533,638000,0,-49,0.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0,0.0,1,2,15,0,1,1,1,7,0,12.0,28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0046,19747.0,91.0,-180.0
C0102348,Jason Miller,25-34,18,NY,700,3,1,1,1319.0,89173.0,M0102348,2021-05-02,257000,241000,4.953,30,296,1372.26,0.744,324000,0,-45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,9,4,1,1,0,2,2,4.0,19,-0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0005,13997.0,7.0,-198.0
C0102349,Christina Faulkner,25-34,12,AZ,724,1,0,0,14777.0,34286.0,M0102349,2023-09-24,203000,189000,5.511,15,145,1659.86,0.542,349000,0,11,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1,0,9,2,1,1,3,3,2,7.0,22,-0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0015,10977.0,16.0,-196.0
C0102350,William Casey,25-34,7,AZ,724,1,0,0,6825.0,254262.0,M0102350,2025-03-30,603000,593000,6.241,30,343,3709.25,0.747,794000,0,84,2.0,0.0,3.0,2.0,2.0,5.0,2.0,3.0,0.0,3,2,7,5,5,6,2,5,2,19.0,37,1.1111111111111112,1.0,1.0,1.0,1.0,0.11,0.69,1.0,0.0,0.0,0.0,0,,0.0181,34442.0,623.0,-63.0
C0102351,Jessica Buck,55-64,11,VA,722,2,1,0,6219.0,87700.0,M0102351,2022-01-16,243000,230000,5.966,30,305,1451.6,0.513,448000,0,57,0.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1,0,13,3,1,4,2,3,3,11.0,30,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0285,13359.0,381.0,-116.0
C0102352,Aaron Marshall,35-44,16,TX,727,2,1,0,1297.0,84828.0,M0102352,2020-11-10,251000,234000,6.794,30,290,1635.33,0.567,413000,0,139,0.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,2,2,12,4,6,4,5,10,6,19.0,51,0.1875,1.0,1.0,1.0,0.0,-0.73,0.72,0.0,0.0,0.0,0.0,0,,0.046,13591.0,625.0,-62.0
C0102353,Donna Stanton,45-54,9,NJ,673,3,1,1,985.0,80787.0,M0102353,2021-10-17,227000,214000,5.401,30,302,1274.82,0.69,310000,0,0,0.0,1.0,5.0,0.0,2.0,3.0,1.0,3.0,3.0,0,1,13,2,2,3,4,6,4,18.0,35,1.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.009,12429.0,112.0,-175.0
C0102354,Timothy Olson,35-44,17,TX,724,1,0,0,12184.0,120321.0,M0102354,2020-09-29,358000,333000,6.614,30,289,2289.71,0.715,466000,0,121,0.0,1.0,8.0,2.0,0.0,0.0,9.0,6.0,1.0,2,1,14,4,2,2,12,7,5,27.0,49,1.4545454545454546,1.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0,,0.0241,19341.0,466.0,-97.0
C0102355,Sara James,55-64,15,NJ,641,4,1,1,1767.0,123535.0,M0102355,2024-07-13,303000,295000,4.218,30,335,1484.91,0.678,435000,0,-118,0.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0,0,18,1,1,0,1,2,3,12.0,26,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0133,17134.0,228.0,-150.0
C0102356,Mark Richards,45-54,5,CA,745,2,1,0,27437.0,77186.0,M0102356,2020-07-29,231000,215000,5.938,30,287,1375.77,0.47,457000,0,54,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2,11,4,2,4,4,4,2,14.0,35,0.3333333333333333,1.0,1.0,1.0,0.0,-0.52,0.78,0.0,0.0,0.0,0.0,0,,0.0161,12487.0,201.0,-156.0
C0102357,Amber Stevenson,45-54,19,PA,670,4,1,1,2395.0,81255.0,M0102357,2023-09-15,207000,200000,5.88,30,325,1225.14,0.719,278000,0,48,1.0,0.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,2,1,14,8,4,7,1,2,6,16.0,45,0.1034482758620689,1.0,0.0,0.0,0.0,-0.33,0.23,0.0,0.0,0.0,0.0,0,,0.0122,11616.0,142.0,-169.0
C0102358,Elizabeth Foster,65+,17,TX,772,2,1,0,15696.0,118600.0,M0102358,2022-07-22,321000,305000,8.0,30,311,2355.38,0.597,511000,0,260,0.0,1.0,8.0,2.0,1.0,4.0,5.0,7.0,2.0,1,2,17,6,4,7,9,11,2,30.0,59,1.0689655172413792,1.0,0.0,0.0,0.0,-0.41,0.23,0.0,0.0,0.0,0.0,0,,0.06,17715.0,1063.0,34.0
C0102359,Charles Hawkins,35-44,12,MA,609,1,0,0,4059.0,95458.0,M0102359,2024-05-04,237000,230000,4.763,30,332,1238.16,0.667,345000,0,-64,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,10,2,2,0,1,2,0,6.0,19,-0.0769230769230769,1.0,1.0,1.0,1.0,-0.32,0.84,0.0,0.0,0.0,0.0,0,,0.0099,13359.0,132.0,-171.0
C0102360,Jeffrey Bishop,55-64,4,NC,795,2,1,0,3832.0,107113.0,M0102360,2022-01-03,776000,691000,4.179,15,124,5809.83,0.51,1355000,0,-122,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,12,1,1,0,1,1,1,7.0,18,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0023,40134.0,92.0,-180.0
C0102361,Emily Fleming,25-34,5,AZ,646,1,0,0,2706.0,82720.0,M0102361,2020-04-23,252000,233000,4.653,30,284,1299.86,0.507,460000,0,-75,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0,0,8,2,3,2,0,3,2,10.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.006,13533.0,81.0,-182.0
C0102362,Dean Mullins,45-54,17,CA,666,1,0,0,13687.0,39840.0,M0102362,2019-11-08,387000,325000,4.805,15,98,3021.2,0.43,756000,0,-60,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,10,4,1,0,0,0,2,3.0,17,-0.5714285714285714,2.0,1.0,1.0,0.0,-0.265,0.72,0.0,0.0,0.0,0.0,0,,0.0122,18876.0,230.0,-149.0
C0102363,David Bird,55-64,1,VA,733,3,1,1,19124.0,53877.0,M0102363,2023-12-03,313000,293000,5.951,15,147,2632.99,0.585,501000,0,55,1.0,0.0,4.0,1.0,2.0,4.0,1.0,5.0,2.0,1,1,12,2,2,6,2,6,3,20.0,35,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0076,17018.0,129.0,-172.0
C0102364,Joe Greene,45-54,10,GA,747,2,1,0,5549.0,108870.0,M0102364,2023-04-11,284000,273000,4.113,30,319,1374.43,0.603,453000,1,-129,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,12,1,0,2,0,3,3,9.0,21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0021,15856.0,33.0,-193.0
C0102365,Michael Lucas,45-54,13,GA,707,1,0,0,16472.0,169608.0,M0102365,2020-05-29,514000,476000,5.88,30,285,3042.15,0.635,750000,0,48,0.0,0.0,8.0,0.0,1.0,1.0,1.0,5.0,0.0,2,1,14,2,2,2,2,8,0,16.0,33,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0069,27646.0,191.0,-158.0
C0102366,John Valenzuela,35-44,5,AZ,760,2,1,0,8227.0,172389.0,M0102366,2023-10-31,438000,423000,5.538,30,326,2497.37,0.533,793000,0,14,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0,1,7,0,2,2,1,3,3,9.0,19,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0097,24568.0,238.0,-148.0
C0102367,Jennifer Woodard,35-44,18,CA,684,2,1,0,1634.0,143216.0,M0102367,2020-05-25,434000,402000,6.506,30,285,2744.89,0.465,865000,0,111,1.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,2,1,8,6,4,4,1,5,5,17.0,36,0.7894736842105263,2.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.0,0,,0.0139,23348.0,325.0,-128.0
C0102368,Pamela Medina,35-44,11,MA,702,1,0,0,12762.0,158901.0,M0102368,2022-06-18,431000,410000,6.181,30,310,2634.43,0.627,654000,1,78,0.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1,6,11,2,1,1,2,1,3,10.0,28,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,,0.0122,23813.0,291.0,-136.0
C0102369,Mariah Jones,45-54,2,CA,706,1,0,0,5650.0,54048.0,M0102369,2022-07-18,146000,139000,6.411,30,311,914.29,0.537,259000,0,101,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2,1,5,2,4,5,4,8,4,11.0,35,-0.0833333333333333,1.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0,,0.0134,8073.0,108.0,-176.0
C0102370,Ronnie Powers,45-54,7,IL,695,3,1,1,352.0,132422.0,M0102370,2020-01-31,409000,377000,6.04,30,281,2462.69,0.504,748000,0,64,1.0,1.0,7.0,1.0,1.0,2.0,2.0,0.0,1.0,1,2,11,1,3,5,2,3,3,16.0,31,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.021,21896.0,460.0,-99.0
C0102371,Heather Hess,35-44,8,FL,632,1,0,0,5070.0,96178.0,M0102371,2020-06-22,290000,269000,6.785,30,286,1887.69,0.498,540000,0,138,0.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,2,2,8,2,3,7,2,5,3,9.0,34,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2026-10-13,0.3267,15624.0,5104.0,923.0
C0102372,Heather Thompson,35-44,5,GA,718,4,1,1,1062.0,82840.0,M0102372,2020-03-11,254000,235000,3.86,30,282,1192.22,0.543,433000,0,-154,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11,1,0,0,0,1,1,8.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,13649.0,0.0,-200.0
C0102373,Melissa Smith,35-44,19,NC,714,1,0,0,1849.0,779471.0,M0102373,2025-03-28,1849000,1818000,3.899,30,343,8720.09,0.633,2874000,0,-150,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,11,0,0,0,0,2,0,4.0,14,-0.2,2.0,0.0,0.0,0.0,0.455,0.25,0.0,0.0,0.0,0.0,0,,0.0036,105591.0,380.0,-116.0
C0102374,Timothy Wallace,35-44,8,MI,768,2,1,0,6010.0,65462.0,M0102374,2025-01-06,157000,154000,5.477,30,340,889.16,0.579,266000,0,8,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3,1,9,2,0,1,0,1,1,7.0,18,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0063,8944.0,56.0,-188.0
C0102375,Alejandro Campbell,25-34,11,VA,662,2,1,0,7404.0,59640.0,M0102375,2024-12-09,313000,300000,5.593,15,159,2572.94,0.723,415000,0,19,1.0,0.0,4.0,0.0,0.0,3.0,4.0,4.0,2.0,1,1,9,2,1,4,6,5,3,18.0,32,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0046,17424.0,80.0,-182.0
C0102376,Heather Davis,55-64,11,VA,691,1,0,0,2975.0,110831.0,M0102376,2022-06-27,301000,286000,4.374,30,310,1502.67,0.481,595000,0,-103,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,11,0,3,1,1,1,0,8.0,18,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0074,16611.0,123.0,-173.0
C0102377,Elizabeth Robbins,45-54,5,MA,774,2,1,0,15256.0,120453.0,M0102377,2023-04-05,315000,302000,6.116,30,319,1912.14,0.701,431000,0,72,0.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,0,1,16,2,3,3,4,6,4,16.0,39,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0297,17540.0,521.0,-85.0
C0102378,Johnny Cox,25-34,12,OH,733,2,1,0,7063.0,79934.0,M0102378,2024-05-18,197000,192000,4.065,30,333,947.91,0.691,278000,0,-134,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0,0,10,0,0,0,1,2,2,6.0,15,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0021,11152.0,23.0,-195.0
C0102379,Tanner Mann,45-54,8,FL,744,2,1,0,4872.0,128953.0,M0102379,2021-07-19,367000,345000,5.205,30,299,2016.37,0.553,624000,0,-20,0.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0,2,17,2,0,1,0,2,5,12.0,29,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0063,20038.0,126.0,-172.0
C0102380,Craig Nicholson,55-64,1,FL,740,3,1,1,8536.0,75547.0,M0102380,2024-05-06,187000,182000,5.48,30,332,1059.42,0.589,309000,0,8,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0,2,6,2,0,1,0,4,5,9.0,20,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0016,10571.0,17.0,-196.0
C0102381,Sergio Carroll,35-44,9,PA,740,4,1,1,34409.0,121434.0,M0102381,2019-11-17,378000,348000,6.129,30,279,2297.75,0.709,491000,0,73,1.0,1.0,6.0,1.0,4.0,4.0,2.0,2.0,1.0,2,2,16,5,4,5,2,4,2,22.0,42,1.2,2.0,1.0,0.0,1.0,-0.34,0.81,0.0,0.0,0.0,0.0,0,,0.097,20212.0,1961.0,231.0
C0102382,Juan Keller MD,35-44,12,MI,801,1,0,0,614.0,137680.0,M0102382,2023-07-22,354000,341000,4.946,30,323,1888.68,0.577,591000,0,-45,0.0,0.0,9.0,0.0,2.0,1.0,4.0,1.0,0.0,1,1,18,3,3,3,4,3,0,17.0,36,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0122,19806.0,242.0,-147.0
C0102383,Krystal Jones,25-34,3,CA,724,2,1,0,38539.0,109146.0,M0102383,2022-11-24,290000,277000,6.837,30,315,1897.74,0.546,507000,0,144,0.0,0.0,8.0,1.0,1.0,3.0,0.0,5.0,2.0,1,1,18,2,2,6,2,6,4,20.0,42,0.8181818181818182,2.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0,,0.0952,16088.0,1532.0,137.0
C0102384,Austin Green,25-34,16,MA,674,1,0,0,3866.0,133738.0,M0102384,2025-05-06,316000,311000,7.348,30,344,2176.72,0.611,509000,0,195,2.0,0.0,4.0,2.0,4.0,0.0,6.0,0.0,1.0,5,1,11,5,6,6,9,1,1,19.0,45,0.4615384615384615,2.0,1.0,1.0,0.0,0.145,0.48,0.0,0.0,0.0,0.0,0,,0.0814,18063.0,1470.0,123.0
C0102385,Crystal Mills,55-64,14,MA,748,1,0,0,3182.0,311031.0,M0102385,2025-08-26,724000,715000,7.192,30,348,4910.51,0.587,1218000,0,179,1.0,1.0,4.0,0.0,1.0,2.0,1.0,6.0,0.0,2,1,12,1,1,2,2,7,5,16.0,33,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0604,41528.0,2508.0,352.0
C0102386,Cheryl Gregory,65+,7,FL,694,1,0,0,5001.0,180305.0,M0102386,2024-09-25,438000,428000,7.489,30,337,3059.26,0.73,586000,0,209,1.0,0.0,4.0,2.0,3.0,3.0,2.0,6.0,0.0,4,0,10,5,3,4,5,11,2,21.0,44,0.8260869565217391,2.0,0.0,0.0,0.0,0.21,0.14,1.0,1.0,1.0,0.0,0,,0.0161,24859.0,400.0,-112.0
C0102387,Melissa Patel MD,25-34,12,VA,715,2,1,0,2796.0,145731.0,M0102387,2024-08-10,357000,348000,6.673,30,335,2297.25,0.507,687000,0,127,2.0,0.0,9.0,0.0,0.0,2.0,1.0,4.0,0.0,3,1,18,1,0,2,2,4,3,18.0,34,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0198,20212.0,400.0,-112.0
C0102388,Jordan Pace,55-64,7,NC,736,3,1,1,2325.0,170150.0,M0102388,2025-02-17,405000,398000,6.177,30,342,2474.46,0.493,808000,0,78,0.0,0.0,7.0,2.0,2.0,2.0,1.0,5.0,0.0,1,0,16,4,3,4,6,6,3,19.0,43,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.009,23116.0,208.0,-154.0
C0102389,Terri Williams,25-34,13,GA,683,2,1,0,22386.0,126845.0,M0102389,2023-01-26,334000,320000,4.676,30,317,1727.44,0.56,571000,0,-72,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,16,3,0,1,0,4,1,10.0,26,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0021,18586.0,39.0,-191.0
C0102390,Jessica Carney,45-54,4,VA,697,4,1,1,9815.0,55922.0,M0102390,2021-06-26,432000,379000,4.879,15,118,3389.06,0.528,718000,0,-52,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,8,2,0,2,0,1,0,7.0,13,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.001,22013.0,22.0,-195.0
C0102391,Michael Owens,55-64,13,NC,741,3,1,1,811.0,84843.0,M0102391,2021-07-23,242000,227000,6.544,30,299,1536.61,0.528,430000,0,114,0.0,0.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3,2,11,1,6,5,2,3,5,16.0,38,0.4545454545454545,2.0,1.0,1.0,0.0,0.25,0.99,1.0,1.0,1.0,1.0,0,,0.0646,13184.0,852.0,-13.0
C0102392,Peter Stephenson,35-44,2,PA,695,1,0,0,18196.0,335778.0,M0102392,2020-11-24,990000,923000,3.541,30,291,4468.23,0.487,1895000,0,-186,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,0,0,0,0,3,7.0,22,-0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.001,53609.0,54.0,-188.0
C0102393,Donald Fisher,25-34,1,NC,763,1,0,0,15277.0,130463.0,M0102393,2022-03-07,360000,341000,6.956,30,306,2384.46,0.682,500000,0,156,1.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,6,3,11,3,3,5,6,4,4,21.0,45,0.75,2.0,1.0,1.0,0.0,-0.3,1.0,0.0,0.0,0.0,0.0,0,,0.1064,19806.0,2107.0,264.0
C0102394,Aaron Lee,45-54,6,FL,675,2,1,0,1364.0,254580.0,M0102394,2024-11-10,1347000,1289000,4.833,15,158,10535.18,0.59,2186000,0,-57,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1,0,7,1,1,4,1,2,1,9.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,74866.0,0.0,-200.0
C0102395,Kenneth Johnson,65+,4,NY,675,1,0,0,10060.0,328126.0,M0102395,2020-06-11,993000,921000,4.912,30,285,5277.36,0.597,1543000,0,-49,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0,1,11,3,2,1,0,1,4,7.0,23,-0.125,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,,0.0006,53492.0,32.0,-193.0
C0102396,Vanessa Coleman,35-44,10,MA,805,1,0,0,17061.0,85354.0,M0102396,2020-08-18,255000,237000,6.353,30,288,1587.2,0.679,349000,0,95,1.0,1.0,8.0,1.0,0.0,0.0,3.0,4.0,2.0,1,2,20,4,1,2,4,6,4,20.0,44,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0348,13765.0,479.0,-95.0
C0102397,David Martin,35-44,4,FL,651,1,0,0,1182.0,147230.0,M0102397,2024-02-08,369000,358000,5.808,30,329,2167.0,0.623,575000,0,41,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1,2,13,0,1,1,7,4,1,9.0,30,-0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0122,20793.0,254.0,-144.0
C0102398,Mark Davis,25-34,5,NC,718,2,1,0,11411.0,130510.0,M0102398,2020-07-10,393000,365000,5.039,30,286,2119.09,0.487,750000,0,-36,1.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,1,0,14,2,2,0,0,2,1,11.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,0.0021,21199.0,45.0,-190.0
C0102399,Robert Watkins,45-54,2,PA,803,2,1,0,3604.0,192595.0,M0102399,2022-06-17,523000,497000,4.498,30,310,2649.34,0.712,698000,0,-90,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,11,1,0,0,1,2,3,7.0,18,0.2727272727272727,2.0,0.0,0.0,0.0,-0.135,0.2,1.0,0.0,0.0,0.0,0,,0.0041,28866.0,118.0,-174.0
C0102400,Felicia Wright,45-54,18,OH,718,2,1,0,15532.0,134851.0,M0102400,2023-05-21,350000,336000,3.849,30,321,1640.63,0.693,485000,0,-155,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,15,1,1,1,1,1,3,7.0,24,-0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0049,19515.0,96.0,-179.0
C0102401,David Peterson,55-64,15,NY,780,3,1,1,2643.0,247590.0,M0102401,2024-10-31,599000,586000,3.121,30,338,2564.67,0.565,1037000,0,-228,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12,0,0,0,0,0,0,5.0,13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0063,34035.0,214.0,-153.0
C0102402,Gavin Bauer,55-64,5,NC,749,4,1,1,28302.0,44314.0,M0102402,2020-02-04,136000,126000,7.109,30,281,914.79,0.656,192000,0,171,0.0,1.0,3.0,0.0,3.0,2.0,1.0,7.0,3.0,2,2,11,1,4,4,2,8,7,20.0,41,0.9047619047619048,2.0,0.0,0.0,0.0,0.255,0.13,0.0,0.0,0.0,0.0,0,,0.0066,7318.0,48.0,-189.0
C0102403,Patricia Harvey,55-64,3,NC,719,3,1,1,6050.0,86082.0,M0102403,2021-10-29,242000,228000,5.262,30,302,1338.13,0.683,334000,0,-14,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0,4,14,2,0,1,1,1,1,9.0,24,0.2,1.0,1.0,1.0,0.0,-0.46,0.77,1.0,0.0,0.0,0.0,0,,0.001,13242.0,13.0,-197.0
C0102404,Lori Riley,55-64,18,MI,714,2,1,0,3874.0,46759.0,M0102404,2023-01-28,298000,273000,4.522,15,137,2283.03,0.472,579000,0,-88,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,2,1,18,1,1,2,0,0,4,9.0,29,-0.1,2.0,1.0,1.0,0.0,0.57,0.88,0.0,0.0,0.0,0.0,0,,0.0041,15856.0,65.0,-186.0
C0102405,Antonio Johnson,35-44,14,PA,624,2,1,0,3405.0,80857.0,M0102405,2021-02-15,235000,220000,6.327,30,294,1458.72,0.593,371000,0,93,0.0,0.0,4.0,1.0,2.0,6.0,5.0,4.0,0.0,0,2,18,4,5,6,9,11,2,22.0,57,0.2571428571428571,2.0,1.0,1.0,1.0,0.115,0.7,0.0,0.0,0.0,0.0,0,,0.0103,12778.0,132.0,-171.0
